ID_prestamo;Monto actual del préstamo;Fechas;Término;Puntaje de crédito; Ingresos anuales ;Años en el trabajo;Garantía;Objetivo;Deuda Mensual;Años de Historial de Crédito;Meses desde el último moroso;Número de cuentas abiertas;Saldo de crédito actual;Quiebras;
A41C3/005;763158;25/1/2022;Long Term;714;$ 1.928.215;< 1 year;Own Home;Consolidación de la deuda;49330,08;33;47;15;596277;0;
A41C3/0057;220088;20/7/2022;Short Term;697;$ 3.239.139;3 years;Home Mortgage;Consolidación de la deuda;26289,16;7,5;NA;13;169385;0;
A41C3/0064;431882;1/6/2022;Short Term;598;$ 2.318.456;10+ years;Home Mortgage;Consolidación de la deuda;23113,88;17,9;NA;12;438881;0;
A41C3/0071;236830;26/9/2022;Long Term;620;$ 1.936.252;5 years;Rent;Consolidación de la deuda;17910,35;31,8;56;9;93803;0;
A41C3/0078;236830;27/5/2022;Short Term;732;$ 1.554.048;10+ years;Home Mortgage;Consolidación de la deuda;12134,54;16,9;8;19;165889;0;
A41C3/0085;236830;13/11/2022;Short Term;745;$ 1.510.120;6 years;Rent;Consolidación de la deuda;16233,79;8;NA;6;58596;0;
A41C3/0092;468248;11/12/2022;Long Term;625;$ 1.174.656;6 years;Rent;Consolidación de la deuda;22611,9;11,7;NA;14;251484;0;
A41C3/02;324500;17/8/2022;Long Term;722;$ 1.042.568;10+ years;Home Mortgage;Consolidación de la deuda;19635,17;29,5;NA;13;249375;0;
A41C3/04;781704;12/9/2022;Long Term;625;$ 1.523.819;10+ years;Home Mortgage;Consolidación de la deuda;32000,18;10,4;NA;7;168416;0;
A41C3/06;524722;19/9/2022;Short Term;717;$ 1.567.215;2 years;Rent;Consolidación de la deuda;36829,79;17,7;61;19;397613;0;
A41C3/065;299640;1/5/2022;Short Term;729;$ 1.538.449;< 1 year;Rent;Consolidación de la deuda;19615,41;18,7;39;13;38247;0;
A41C3/08;266992;30/6/2022;Short Term;740;$ 1.575.613;< 1 year;Home Mortgage;Consolidación de la deuda;34794,51;16,3;4;14;185345;0;
A41C3/10;525404;11/5/2022;Short Term;751;$ 1.612.777;5 years;Home Mortgage;Consolidación de la deuda;21360,37;17,6;NA;11;409051;1;
A41C3/105;109032;15/5/2022;Short Term;716;$ 1.318.296;9 years;Rent;Otros;29771,48;16;9;7;50977;1;
A41C3/12;258192;17/5/2022;Short Term;723;$ 1.765.290;4 years;Home Mortgage;Otros;19859,56;24,1;34;6;169062;0;
A41C3/122;217052;28/7/2022;Long Term;631;$ 1.304.673;3 years;Home Mortgage;Para hogar;9806,85;17,6;30;3;0;0;
A41C3/124;168300;23/6/2022;Short Term;721;$ 1.463.500;10+ years;Rent;Consolidación de la deuda;6528,78;19,4;56;7;111720;0;
A41C3/126;131120;9/4/2022;Short Term;777;$ 1.602.327;2 years;Rent;Consolidación de la deuda;32201,58;13,7;8;12;130093;0;
A41C3/128;259864;30/6/2022;Short Term;743;$ 935.085;10+ years;Home Mortgage;Para hogar;20026,38;17,5;32;10;191197;0;
A41C3/14;185262;15/11/2022;Short Term;737;$ 666.672;2 years;Home Mortgage;Consolidación de la deuda;9500;17,4;27;9;122569;0;
A41C3/142;128128;18/2/2022;Short Term;747;$ 558.315;5 years;Rent;Consolidación de la deuda;10282,42;10,9;NA;7;82973;0;
A41C3/144;120824;23/9/2022;Long Term;697;$ 2.126.654;1 year;Rent;Consolidación de la deuda;7919,2;10,6;NA;6;67545;0;
A41C3/146;223388;17/5/2022;Short Term;718;$ 1.196.145;10+ years;Home Mortgage;Consolidación de la deuda;5960,87;23,4;23;10;184946;0;
A41C3/148;437228;20/2/2022;Long Term;739;$ 2.265.636;10+ years;Home Mortgage;Consolidación de la deuda;17596,47;15,3;NA;16;137313;0;
A41C5/00;248512;1/5/2022;Short Term;730;$ 21.824.494;10+ years;Home Mortgage;Consolidación de la deuda;14671,99;22,2;63;8;52269;1;
A41C5/005;2500000;24/10/2022;Short Term;739;$ 51.168.500;10+ years;Home Mortgage;Consolidación de la deuda;15482,72;14,5;16;9;119054;1;
A41D;2500000;17/12/2022;Short Term;716;$ 748.296;10+ years;Rent;Otros;12222,13;17;72;9;54967;0;
A41D1/00;228118;7/11/2022;Short Term;725;$ 648.983;1 year;Home Mortgage;Consolidación de la deuda;9842,76;21,3;NA;8;177897;0;
A41D1/002;363518;13/10/2022;Short Term;630;$ 763.268;3 years;Own Home;Comprar vehículo;3549,2;10,8;35;7;97166;0;
A41D1/005;85954;1/6/2022;Short Term;635;$ 877.553;< 1 year;Rent;Consolidación de la deuda;2987,94;11,7;NA;6;64030;0;
A41D1/007;2500000;22/5/2022;Long Term;727;$ 29.458.288;6 years;Home Mortgage;Consolidación de la deuda;23697,18;16,5;27;13;133969;1;
A41D1/02;2500000;31/7/2022;Short Term;744;$ 33.754.376;2 years;Rent;Consolidación de la deuda;7858,21;15,4;NA;8;225587;1;
A41D1/04;269258;23/8/2022;Short Term;744;$ 2.596.673;7 years;Own Home;Consolidación de la deuda;8677,11;14,5;40;9;378898;0;
A41D1/06;469854;18/12/2022;Short Term;744;$ 4.438.970;< 1 year;Rent;Consolidación de la deuda;28984,5;15,7;NA;8;379696;0;
A41D1/062;2500000;12/12/2022;Short Term;738;$ 29.254.008;8 years;Home Mortgage;Consolidación de la deuda;34561,38;18;NA;8;472074;0;
A41D1/065;2500000;6/7/2022;Short Term;746;$ 19.387.152;10+ years;Home Mortgage;Consolidación de la deuda;17108,17;17,7;NA;10;56981;0;
A41D1/067;397342;13/5/2022;Short Term;742;$ 1.715.814;1 year;Own Home;Consolidación de la deuda;23449,42;12,1;NA;6;405859;0;
A41D1/08;2500000;16/5/2022;Short Term;748;$ 19.333.192;5 years;Home Mortgage;Consolidación de la deuda;32329,83;11,9;NA;17;237804;0;
A41D1/082;53768;14/1/2022;Short Term;754;$ 950.570;3 years;Rent;Otros;8129,53;18,2;NA;4;91428;0;
A41D1/084;448778;14/5/2022;Long Term;723;$ 866.628;8 years;Own Home;Consolidación de la deuda;20799,11;17;11;7;331360;0;
A41D1/085;145024;20/1/2022;Short Term;711;$ 721.126;10+ years;Own Home;Para hogar;2457,84;10;NA;5;42826;0;
A41D1/086;487718;10/1/2022;Short Term;743;$ 1.410.332;8 years;Home Mortgage;Consolidación de la deuda;15513,5;30,1;53;17;635629;0;
A41D1/088;548350;7/7/2022;Short Term;749;$ 2.121.616;5 years;Rent;Consolidación de la deuda;21216,16;16,6;NA;9;531506;0;
A41D1/089;328922;8/1/2022;Short Term;944;$ 113.195.106;10+ years;Rent;Préstamo comercial;13256,11;13,8;NA;11;314925;0;
A41D1/10;2500000;2/2/2022;Short Term;778;$ 85.399.744;8 years;Home Mortgage;Consolidación de la deuda;20324,3;42,7;43;10;115159;0;
A41D1/12;157784;21/8/2022;Short Term;712;$ 41.604.382;10+ years;Own Home;Consolidación de la deuda;13315,77;25;42;12;112917;1;
A41D1/14;2500000;20/4/2022;Short Term;746;$ 29.809.020;2 years;Own Home;Consolidación de la deuda;17393,74;12,8;45;11;123557;0;
A41D1/16;386386;8/4/2022;Long Term;680;$ 2.013.658;4 years;Rent;Consolidación de la deuda;19465,31;13,3;30;5;600533;0;
A41D1/18;2500000;31/3/2022;Short Term;721;$ 1.179.881;7 years;Rent;Consolidación de la deuda;25859;16,9;68;14;158004;0;
A41D1/21;759066;9/2/2022;Long Term;721;$ 2.434.926;< 1 year;Own Home;Consolidación de la deuda;15340,03;28,7;NA;8;1622752;0;
A41D1/215;390874;15/8/2022;Long Term;678;$ 2.144.796;10+ years;Home Mortgage;Consolidación de la deuda;31099,58;20,9;NA;13;542127;0;
A41D1/22;26664;2/2/2022;Short Term;710;$ 1.403.397;6 years;Home Mortgage;Otros;29939,06;31;NA;9;634106;0;
A41D3/00;433840;9/1/2022;Long Term;671;$ 2.060.740;2 years;Home Mortgage;Consolidación de la deuda;6388,37;6,4;NA;5;116527;0;
A41D3/005;351340;10/11/2022;Long Term;677;$ 1.137.834;10+ years;Home Mortgage;Consolidación de la deuda;9576,76;17,3;33;4;229710;0;
A41D3/02;157608;14/4/2022;Short Term;730;$ 972.230;3 years;Own Home;Otros;21550,94;23,2;61;17;131651;0;
A41D3/04;174724;19/8/2022;Short Term;783;$ 806.626;4 years;Home Mortgage;Otros;20781,06;25,1;48;12;222053;0;
A41D3/06;224972;28/1/2022;Short Term;738;$ 1.748.646;10+ years;Own Home;Consolidación de la deuda;13872,66;21,3;57;14;422921;1;
A41D3/08;456412;18/10/2022;Long Term;628;$ 796.936;8 years;Rent;Consolidación de la deuda;16137,84;22,4;NA;8;408006;0;
A41D5/00;67386;12/7/2022;Short Term;618;$ 2.154.774;10+ years;Rent;Consolidación de la deuda;23332,95;11,4;NA;12;126198;1;
A41D5/003;219450;25/3/2022;Short Term;737;$ 909.720;9 years;Rent;Consolidación de la deuda;17587,92;15,7;NA;10;185934;2;
A41D5/006;238304;23/5/2022;Long Term;720;$ 935.465;6 years;Home Mortgage;Consolidación de la deuda;12083,05;13;NA;6;168606;0;
A41D7/00;444576;1/10/2022;Long Term;681;$ 863.892;2 years;Rent;Consolidación de la deuda;18429,62;14,9;NA;24;587594;0;
A41D7/001;741642;29/5/2022;Short Term;747;$ 1.570.160;10+ years;Rent;Consolidación de la deuda;22767,13;21,5;NA;6;105678;0;
A41D7/003;612744;12/1/2022;Long Term;735;$ 1.511.944;10+ years;Own Home;Consolidación de la deuda;29104,96;18,2;36;18;435537;0;
A41D7/005;2500000;1/10/2022;Short Term;747;$ 32.642.976;10+ years;Home Mortgage;Consolidación de la deuda;28632,24;29,3;3;8;504735;0;
A41D7/006;518716;29/7/2022;Short Term;741;$ 3.061.166;2 years;Home Mortgage;Consolidación de la deuda;23851,46;18,6;36;17;309054;0;
A41D7/008;86944;31/3/2022;Short Term;735;$ 3.479.356;< 1 year;Rent;Otros;2460,31;5;NA;14;84493;0;
A41D10/00;329428;3/1/2022;Short Term;701;$ 794.200;< 1 year;Rent;Consolidación de la deuda;10920,25;10,7;NA;5;191273;0;
A41D11/00;267388;13/4/2022;Short Term;712;$ 1.058.376;9 years;Home Mortgage;Consolidación de la deuda;10319,09;20,5;NA;11;283860;0;
A41D13/00;393426;2/11/2022;Long Term;675;$ 943.825;10+ years;Own Home;Consolidación de la deuda;24618,11;22,1;12;10;292619;0;
A41D13/0002;351340;16/8/2022;Long Term;671;$ 3.318.692;9 years;Home Mortgage;Para hogar;71904,93;26,4;NA;17;7111073;0;
A41D13/0005;404756;26/12/2022;Short Term;626;$ 3.107.184;3 years;Home Mortgage;Consolidación de la deuda;52045,37;15,5;NA;16;578911;0;
A41D13/0007;163790;7/1/2022;Short Term;719;$ 499.776;7 years;Own Home;Consolidación de la deuda;7788,1;37,5;67;6;90877;0;
A41D13/001;178134;8/7/2022;Short Term;702;$ 1.153.794;< 1 year;Rent;Otros;11634,08;19,8;NA;7;161595;1;
A41D13/0012;461076;25/7/2022;Short Term;661;$ 891.746;10+ years;Rent;Consolidación de la deuda;15456,88;18,8;NA;11;447127;0;
A41D13/0015;473550;10/4/2022;Long Term;722;$ 1.265.875;4 years;Home Mortgage;Otros;25106,6;22,4;NA;12;40413;0;
A41D13/0017;150326;17/5/2022;Short Term;723;$ 996.761;5 years;Own Home;Consolidación de la deuda;2868,81;24,4;22;10;111245;0;
A41D13/002;453090;13/7/2022;Long Term;724;$ 1.727.647;2 years;Rent;Consolidación de la deuda;28608,3;11,8;35;21;302651;0;
A41D13/0025;444928;11/10/2022;Long Term;612;$ 1.152.768;10+ years;Home Mortgage;Consolidación de la deuda;6167,4;20,9;51;6;100168;0;
A41D13/005;516956;4/3/2022;Short Term;708;$ 1.078.972;3 years;Rent;Consolidación de la deuda;12588,07;9,5;NA;5;256785;0;
A41D13/0051;338096;19/10/2022;Short Term;737;$ 1.526.574;10+ years;Rent;Consolidación de la deuda;12009,14;19,1;21;13;376675;0;
A41D13/0053;2500000;27/6/2022;Long Term;733;$ 33.092.291;10+ years;Home Mortgage;Consolidación de la deuda;7591,45;15,6;69;3;253118;0;
A41D13/0055;96492;10/6/2022;Short Term;750;$ 566.241;< 1 year;Rent;Consolidación de la deuda;11445,98;16,6;NA;5;88749;0;
A41D13/0056;99066;26/9/2022;Short Term;767;$ 36.521.598;7 years;Home Mortgage;Consolidación de la deuda;2738,85;12;36;4;89072;0;
A41D13/0058;329208;3/4/2022;Long Term;706;$ 1.069.244;10+ years;Home Mortgage;Consolidación de la deuda;16395,1;7,7;NA;7;180386;0;
A41D13/008;263714;29/1/2022;Short Term;751;$ 683.240;6 years;Own Home;Consolidación de la deuda;5676,63;15,5;NA;8;41933;0;
A41D13/01;245256;8/4/2022;Short Term;717;$ 1.170.552;10+ years;Home Mortgage;Consolidación de la deuda;19606,67;18,2;64;11;338390;0;
A41D13/012;328064;8/12/2022;Long Term;679;$ 925.509;10+ years;Own Home;Consolidación de la deuda;20669,53;24,6;19;10;122398;0;
A41D13/0125;67034;23/10/2022;Short Term;692;$ 1.157.898;10+ years;Home Mortgage;Préstamo comercial;23621,18;17,7;53;8;415796;0;
A41D13/015;2500000;18/1/2022;Short Term;739;$ 22.043.898;10+ years;Rent;Consolidación de la deuda;27837,09;16,4;NA;16;142082;0;
A41D13/0151;347292;13/6/2022;Short Term;786;$ 929.898;2 years;Rent;Consolidación de la deuda;12391,04;13,4;31;12;335141;0;
A41D13/0153;616308;29/6/2022;Short Term;625;$ 1.666.034;3 years;Home Mortgage;Consolidación de la deuda;19298,11;35,4;41;6;162450;0;
A41D13/0155;196086;17/8/2022;Short Term;564;$ 2.402.170;1 year;Home Mortgage;Consolidación de la deuda;20948,07;16,2;NA;16;211489;0;
A41D13/0156;763004;1/10/2022;Short Term;712;$ 5.648.130;9 years;Home Mortgage;Consolidación de la deuda;50833,17;17;9;11;1273209;0;
A41D13/0158;216436;30/3/2022;Short Term;748;$ 654.227;3 years;Own Home;Para hogar;11449,02;32;NA;8;430464;0;
A41D13/018;267718;9/2/2022;Long Term;732;$ 1.970.642;10+ years;Rent;Consolidación de la deuda;23483,43;16,7;NA;11;132373;0;
A41D13/02;2500000;16/2/2022;Short Term;741;$ 33.872.955;10+ years;Own Home;Consolidación de la deuda;18113,84;26,8;23;12;352393;0;
A41D13/04;108614;26/5/2022;Short Term;748;$ 1.125.522;2 years;Home Mortgage;Préstamo comercial;12286,92;13,9;NA;6;168986;0;
A41D13/043;211904;29/11/2022;Short Term;755;$ 1.378.089;3 years;Rent;Consolidación de la deuda;10065,06;23,1;NA;8;227183;0;
A41D13/046;297594;13/7/2022;Short Term;750;$ 2.018.750;3 years;Home Mortgage;Consolidación de la deuda;33174,95;21;NA;14;6688;0;
A41D13/05;215336;6/7/2022;Short Term;745;$ 2.659.411;10+ years;Own Home;Consolidación de la deuda;17938,85;14,5;NA;7;102733;0;
A41D13/0506;35112;10/10/2022;Short Term;740;$ 3.300.072;3 years;Own Home;Facturas médicas;6290,9;29,1;NA;10;281162;0;
A41D13/0512;573892;14/10/2022;Short Term;724;$ 1.887.213;5 years;Rent;Consolidación de la deuda;7124,24;8,2;NA;7;190266;0;
A41D13/0518;267432;17/12/2022;Short Term;751;$ 2.348.134;3 years;Home Mortgage;Consolidación de la deuda;30330,08;16,2;NA;14;203319;0;
A41D13/0525;292864;1/12/2022;Short Term;778;$ 2.809.055;4 years;Home Mortgage;Consolidación de la deuda;25253,47;15,3;31;8;92853;0;
A41D13/0531;137852;26/8/2022;Short Term;605;$ 3.269.976;5 years;Rent;Consolidación de la deuda;5257,68;10;NA;10;160303;1;
A41D13/0537;528924;30/8/2022;Long Term;732;$ 3.730.897;< 1 year;Rent;Consolidación de la deuda;22177,94;15,2;NA;13;392540;0;
A41D13/0543;39182;9/12/2022;Short Term;742;$ 432.497;6 years;Rent;Consolidación de la deuda;2050,86;9,5;NA;4;79420;0;
A41D13/055;454520;1/4/2022;Short Term;747;$ 2.990.752;6 years;Home Mortgage;Consolidación de la deuda;43365,98;15,8;NA;8;3072376;0;
A41D13/0556;209440;29/1/2022;Short Term;618;$ 761.596;2 years;Home Mortgage;Préstamo comercial;14724,05;23,5;23;8;149226;0;
A41D13/0562;129690;10/9/2022;Short Term;749;$ 806.436;2 years;Home Mortgage;Consolidación de la deuda;9139,57;10,3;NA;6;57779;1;
A41D13/0568;111276;1/5/2022;Short Term;702;$ 999.362;10+ years;Home Mortgage;Consolidación de la deuda;21319,71;21,8;NA;9;160550;1;
A41D13/0575;264154;28/3/2022;Short Term;704;$ 1.368.817;10+ years;Home Mortgage;Consolidación de la deuda;15399,31;15,8;NA;9;305615;1;
A41D13/0581;228206;26/1/2022;Long Term;714;$ 955.301;1 year;Rent;Consolidación de la deuda;13055,85;37,9;NA;12;83771;1;
A41D13/0587;44506;2/4/2022;Short Term;744;$ 1.441.397;7 years;Home Mortgage;Otros;23062,2;17,9;39;12;365408;0;
A41D13/0593;458392;19/7/2022;Short Term;740;$ 2.394.171;6 years;Home Mortgage;Consolidación de la deuda;24739,71;14,4;NA;20;353438;0;
A41D13/06;268576;13/10/2022;Long Term;719;$ 556.662;< 1 year;Own Home;Consolidación de la deuda;6308,76;20,6;21;13;106039;1;
A41D13/065;268026;4/3/2022;Long Term;3 years;$ 528.010;10+ years;Own Home;Consolidación de la deuda;10560,2;26,2;68;9;196479;0;
A41D13/08;321816;26/12/2022;Long Term;712;$ 778.202;8 years;Home Mortgage;Consolidación de la deuda;12386,48;20,1;NA;7;361;1;
A41D13/081;2500000;11/2/2022;Short Term;717;$ 23.165.422;4 years;Rent;Otros;9537,05;8,5;NA;6;120289;0;
A41D13/082;441078;4/5/2022;Long Term;722;$ 1.552.642;6 years;Home Mortgage;Consolidación de la deuda;15615,53;15,7;NA;10;443745;0;
A41D13/084;157388;20/9/2022;Short Term;641;$ 851.751;10+ years;Home Mortgage;Otros;25631,76;25,4;67;10;117534;0;
A41D13/085;323862;14/11/2022;Short Term;710;$ 2.330.160;10+ years;Home Mortgage;Consolidación de la deuda;16315,87;20,5;NA;19;404890;0;
A41D13/087;371074;13/4/2022;Short Term;744;$ 1.093.412;1 year;Rent;Consolidación de la deuda;6979,46;15,8;NA;9;347985;0;
A41D13/088;142362;1/12/2022;Short Term;713;$ 1.253.658;4 years;Home Mortgage;Para hogar;12954,39;16;43;7;530613;0;
A41D13/11;88572;11/1/2022;Short Term;749;$ 1.147.410;9 years;Rent;Consolidación de la deuda;8758,62;14,4;NA;10;46303;0;
A41D13/1107;225434;20/4/2022;Short Term;785;$ 1.041.162;3 years;Home Mortgage;Consolidación de la deuda;11586,2;16,7;22;8;281732;1;
A41D13/1115;455906;12/11/2022;Long Term;723;$ 1.218.698;10+ years;Own Home;Para hogar;28537,81;28;NA;15;360354;0;
A41D13/1123;222860;20/9/2022;Short Term;744;$ 1.924.700;9 years;Rent;Consolidación de la deuda;11131,15;24,9;24;16;306033;0;
A41D13/113;2500000;24/1/2022;Short Term;737;$ 1.294.717;2 years;Rent;Consolidación de la deuda;19528,58;13,8;NA;10;235030;0;
A41D13/1138;2500000;1/2/2022;Short Term;703;$ 901.493;5 years;Rent;Otros;23588,69;14;NA;10;150233;0;
A41D13/1146;443212;31/8/2022;Long Term;737;$ 880.384;10+ years;Home Mortgage;Consolidación de la deuda;14452,92;21,7;NA;8;315514;0;
A41D13/1153;324104;24/2/2022;Short Term;746;$ 2.910.952;5 years;Rent;Consolidación de la deuda;11546,68;18,1;13;10;195415;0;
A41D13/1161;363584;13/5/2022;Short Term;743;$ 2.233.013;10+ years;Home Mortgage;Consolidación de la deuda;34425,53;19,6;24;11;100187;0;
A41D13/1169;388520;31/12/2022;Long Term;706;$ 1.808.610;1 year;Home Mortgage;Consolidación de la deuda;19291,84;15;NA;15;365978;0;
A41D13/1176;547316;21/12/2022;Long Term;3 years;$ 1.985.234;9 years;Home Mortgage;Consolidación de la deuda;19190,57;13,5;61;11;247095;1;
A41D13/1184;500104;10/12/2022;Long Term;687;$ 866.666;5 years;Rent;Consolidación de la deuda;17261,12;19,7;NA;7;623675;0;
A41D13/1192;184184;20/4/2022;Short Term;745;$ 1.325.611;1 year;Home Mortgage;Consolidación de la deuda;14471,35;23;35;16;259863;0;
A41D13/12;152438;31/12/2022;Short Term;720;$ 789.944;4 years;Rent;Consolidación de la deuda;16457,04;9,8;75;9;90782;0;
A41D13/1209;433972;26/4/2022;Short Term;694;$ 1.405.487;10+ years;Own Home;Facturas médicas;17802,81;13,6;NA;8;368562;0;
A41D13/1218;231836;23/4/2022;Short Term;725;$ 872.062;9 years;Rent;Consolidación de la deuda;7121,77;11,4;NA;7;58463;1;
A41D13/1227;546326;19/7/2022;Long Term;715;$ 1.792.916;9 years;Home Mortgage;Consolidación de la deuda;19273,79;14;NA;7;215061;1;
A41D13/1236;2500000;29/5/2022;Short Term;731;$ 13.316.168;10+ years;Rent;Consolidación de la deuda;19084,36;18;NA;13;192546;0;
A41D13/1245;2500000;28/2/2022;Short Term;747;$ 628.444;1 year;Rent;Consolidación de la deuda;7227,03;15;NA;7;17936;0;
A41D13/1254;186516;20/11/2022;Short Term;699;$ 767.068;8 years;Rent;Consolidación de la deuda;8821,32;16,5;NA;13;181640;1;
A41D13/1263;130284;20/10/2022;Short Term;719;$ 1.197.551;9 years;Rent;Consolidación de la deuda;1696,51;16,6;NA;5;102315;0;
A41D13/1272;2500000;1/12/2022;Short Term;661;$ 23.161.839;4 years;Rent;Consolidación de la deuda;32427,49;27,9;31;19;164920;0;
A41D13/1281;2500000;21/6/2022;Short Term;731;$ 41.041.333;10+ years;Rent;Consolidación de la deuda;4130,6;12,6;NA;10;65816;1;
A41D13/129;450428;2/3/2022;Long Term;726;$ 1.505.256;10+ years;Home Mortgage;Consolidación de la deuda;36251,62;15,5;NA;14;210311;0;
A41D15/00;779020;24/7/2022;Long Term;671;$ 2.960.238;10+ years;Home Mortgage;Para hogar;54024,22;26,7;8;14;622212;0;
A41D15/002;219890;2/4/2022;Short Term;616;$ 4.415.220;10+ years;Rent;Consolidación de la deuda;11726,61;13,4;NA;10;88084;1;
A41D15/005;113498;10/12/2022;Short Term;700;$ 942.590;3 years;Rent;Consolidación de la deuda;14767,18;10,1;34;8;59603;0;
A41D15/007;333894;20/8/2022;Short Term;621;$ 3.753.754;< 1 year;Rent;Consolidación de la deuda;26486,19;20,8;NA;11;354977;0;
A41D15/02;133540;3/12/2022;Short Term;782;$ 2.995.217;2 years;Rent;Consolidación de la deuda;9583,41;8,4;NA;7;201058;0;
A41D15/04;194238;2/3/2022;Short Term;743;$ 2.236.680;8 years;Home Mortgage;Otros;27585,72;21,5;21;18;472986;0;
A41D17/00;351076;10/6/2022;Long Term;704;$ 1.478.143;7 years;Rent;vacation;7809,57;13;NA;5;87039;0;
A41D17/005;295108;10/6/2022;Long Term;695;$ 1.452.322;3 years;Rent;Consolidación de la deuda;27594,27;25,2;NA;13;541367;0;
A41D17/02;261646;16/4/2022;Long Term;730;$ 939.246;2 years;Rent;Consolidación de la deuda;14871,49;13,9;NA;15;158403;0;
A41D17/04;75768;24/12/2022;Short Term;733;$ 747.916;1 year;Rent;Consolidación de la deuda;18386,3;23,4;5;12;77026;0;
A41D19/00;218702;21/6/2022;Short Term;604;$ 1.085.983;10+ years;Rent;Consolidación de la deuda;23145,61;18,5;23;5;3 years75;0;
A41D19/0003;441496;2/3/2022;Short Term;730;$ 1.143.876;< 1 year;Own Home;Consolidación de la deuda;15442,25;30,9;NA;10;35948;1;
A41D19/0006;774158;16/6/2022;Long Term;656;$ 1.201.769;< 1 year;Home Mortgage;Consolidación de la deuda;27493,38;27,1;4;10;893038;0;
A41D19/001;307890;1/7/2022;Short Term;700;$ 1.358.595;7 years;Home Mortgage;Consolidación de la deuda;24454,71;20;NA;10;338637;0;
A41D19/0013;356642;26/8/2022;Short Term;744;$ 1.515.421;7 years;Home Mortgage;Consolidación de la deuda;11045,08;13,4;36;15;182476;0;
A41D19/0017;315634;26/7/2022;Long Term;724;$ 1.012.510;8 years;Rent;Consolidación de la deuda;11559,41;15,9;NA;6;147953;1;
A41D19/002;128744;13/1/2022;Short Term;704;$ 3.509.599;9 years;Home Mortgage;Otros;14353,55;38,7;NA;12;578474;0;
A41D19/0024;665808;7/2/2022;Short Term;745;$ 2.875.080;5 years;Home Mortgage;Consolidación de la deuda;47199,23;37,6;NA;26;294747;0;
A41D19/0027;103884;26/8/2022;Short Term;703;$ 934.515;10+ years;Home Mortgage;Otros;26088,52;23,1;NA;30;275082;0;
A41D19/0031;2500000;21/12/2022;Short Term;742;$ 55.811.528;10+ years;Home Mortgage;Consolidación de la deuda;16162,92;25;11;17;375687;0;
A41D19/0034;225214;28/8/2022;Short Term;728;$ 991.971;10+ years;Home Mortgage;Para hogar;17359,35;22,7;NA;12;242250;0;
A41D19/0037;361636;19/2/2022;Long Term;625;$ 797.449;4 years;Rent;Consolidación de la deuda;16945,72;18,4;NA;12;292619;0;
A41D19/0041;239932;20/2/2022;Long Term;697;$ 1.482.703;4 years;Rent;Consolidación de la deuda;9340,97;16,9;NA;4;179664;0;
A41D19/0044;52382;1/11/2022;Short Term;655;$ 1.225.253;5 years;Rent;Consolidación de la deuda;17153,39;18,7;NA;16;493981;0;
A41D19/0048;350746;17/10/2022;Short Term;613;$ 3.967.803;10+ years;Rent;Consolidación de la deuda;23102,67;26,4;35;9;353438;0;
A41D19/0051;208648;1/4/2022;Short Term;732;$ 431.718;10+ years;Own Home;Consolidación de la deuda;5324,56;9,9;5;6;110941;1;
A41D19/0055;319572;3/6/2022;Long Term;703;$ 785.878;8 years;Rent;Consolidación de la deuda;15324,45;12;14;10;186960;0;
A41D19/0058;218658;18/1/2022;Short Term;748;$ 2.360.522;4 years;Home Mortgage;Consolidación de la deuda;20851,17;18,7;NA;10;1718094;0;
A41D19/0062;129140;5/3/2022;Short Term;725;$ 669.218;2 years;Rent;Consolidación de la deuda;11097,9;16,4;NA;8;80807;0;
A41D19/0065;44550;7/5/2022;Short Term;695;$ 825.284;6 years;Rent;Otros;7083,77;18,5;NA;10;231534;1;
A41D19/0068;224070;15/6/2022;Short Term;703;$ 635.721;3 years;Rent;Consolidación de la deuda;13297,34;20;NA;6;291061;0;
A41D19/0072;393 years8;11/4/2022;Short Term;749;$ 1.666.984;5 years;Home Mortgage;Consolidación de la deuda;15697,42;15,1;NA;11;364534;0;
A41D19/0075;436612;29/11/2022;Short Term;730;$ 2.149.318;7 years;Home Mortgage;Consolidación de la deuda;20526,08;22,5;NA;22;354141;0;
A41D19/0079;392810;6/4/2022;Long Term;771;$ 1.107.662;10+ years;Rent;Consolidación de la deuda;19023,75;14,5;NA;17;192014;1;
A41D19/0082;381128;9/11/2022;Short Term;746;$ 1.205.987;5 years;Home Mortgage;Consolidación de la deuda;23014,13;19,9;NA;9;302442;0;
A41D19/0086;328328;4/4/2022;Long Term;721;$ 1.304.312;10+ years;Rent;Para hogar;25434,16;24,7;28;12;345116;0;
A41D19/0089;244772;21/4/2022;Short Term;654;$ 660.611;10+ years;Rent;Consolidación de la deuda;18717,28;21,3;11;18;372438;0;
A41D19/0093;429484;29/5/2022;Short Term;747;$ 2.967.344;< 1 year;Rent;Consolidación de la deuda;20301,69;22;NA;7;387847;0;
A41D19/0096;105776;19/5/2022;Short Term;696;$ 1.141.824;< 1 year;Rent;major_purchase;666,14;6,9;NA;4;12825;0;
A41D19/01;761838;23/10/2022;Long Term;631;$ 2.323.510;2 years;Home Mortgage;Consolidación de la deuda;24009,54;14,1;NA;14;410324;0;
A41D19/015;360712;10/3/2022;Long Term;691;$ 866.571;2 years;Own Home;Consolidación de la deuda;24191,75;11,4;NA;7;361418;0;
A41D19/01505;336732;21/5/2022;Short Term;718;$ 1.551.008;9 years;Home Mortgage;Consolidación de la deuda;11852,2;17,5;NA;9;149074;1;
